ISBN,Book-Rating,Total-Reviewers
0345384369,8.22,50
0345384377,7.653846153846154,26
0345384466,7.958762886597938,97
034538475X,7.188888888888889,90
0345384911,7.809523809523809,21
0345386108,6.852941176470588,34
0345386132,7.545454545454546,22
0345387007,7.333333333333333,12
0345387554,6.9411764705882355,17
0345387651,7.728260869565218,92
0345389417,7.56,25
0345389964,7.222222222222222,27
0345390458,6.7272727272727275,11
034539092X,7.846153846153846,13
0345391055,7.358974358974359,78
0345391802,8.402777777777779,72
0345391810,8.0,31
0345391829,7.875,16
0345391837,8.142857142857142,14
0345392825,7.583333333333333,36
034539657X,7.5,26
0345396936,7.65625,32
0345397819,7.846153846153846,39
034540047X,7.6875,16
0345402308,6.769230769230769,13
0345402871,7.455696202531645,79
034540288X,7.23469387755102,98
0345403959,8.583333333333334,12
0345404114,7.409090909090909,44
0345404319,7.777777777777778,36
0345404475,8.454545454545455,22
0345404769,7.416666666666667,24
0345404777,6.866666666666666,15
0345404785,6.714285714285714,14
0345404793,7.5,22
034540761X,7.103448275862069,29
0345409329,5.769230769230769,13
0345409469,7.863636363636363,22
0345409671,7.771428571428571,35
0345409876,7.411764705882353,17
0345409973,8.166666666666666,30
0345410017,7.866666666666666,15
034541005X,9.181818181818182,11
034541215X,8.416666666666666,12
0345412214,7.357142857142857,14
0345413350,7.9625,80
0345413369,8.555555555555555,45
0345413377,8.75,28
0345413865,7.2,25
0345413873,7.1875,48
0345413881,7.641025641025641,39
034541389X,7.316666666666666,60
0345413903,7.753623188405797,69
0345416260,7.902439024390244,41
0345416880,7.956521739130435,23
0345417623,7.851282051282051,195
0345417976,8.357142857142858,14
0345418018,7.6,20
0345418794,8.909090909090908,11
0345420438,6.052631578947368,19
0345420748,6.375,16
0345422317,7.75,28
0345422384,7.2631578947368425,38
0345422392,7.1875,16
0345422406,6.666666666666667,21
0345422589,7.476190476190476,21
0345422783,8.357142857142858,14
0345422805,7.454545454545454,11
0345423097,7.454545454545454,22
0345423135,6.7727272727272725,22
0345423291,7.90625,32
0345423399,8.25,12
0345423402,7.476190476190476,42
0345423429,8.142857142857142,14
0345423615,7.2272727272727275,22
0345424603,9.0,12
0345424646,7.461538461538462,13
0345424719,8.017543859649123,57
0345425308,6.238095238095238,21
0345425707,7.0,24
0345426037,8.0,14
034542705X,8.272727272727273,11
0345427637,7.291666666666667,48
0345427653,6.7894736842105265,19
0345428307,7.142857142857143,14
0345430573,8.266666666666667,15
034543076X,7.75,12
0345432401,6.647058823529412,17
0345433491,8.0,29
0345434250,6.666666666666667,12
0345434471,8.357142857142858,14
034543448X,7.529411764705882,17
0345434498,8.294117647058824,17
0345434692,7.538461538461538,13
0345434773,7.545454545454546,11
034543479X,7.435897435897436,39
0345434803,7.115384615384615,26
0345434870,7.545454545454546,11
0345435028,7.78125,32
0345435168,7.222222222222222,63
0345435249,7.588235294117647,34
0345435273,8.157894736842104,19
0345435796,7.37037037037037,27
0345436911,7.472727272727273,55
034543739X,7.5,14
0345438329,7.5,92
0345438825,8.263157894736842,19
0345439104,7.505263157894737,95
0345440021,7.142857142857143,14
0345440064,6.818181818181818,11
0345440145,7.923076923076923,13
0345440765,7.5,20
0345440781,7.0,14
0345441036,7.88,50
0345441133,7.551724137931035,29
0345441265,7.6923076923076925,26
0345442768,6.85,20
0345442822,8.37037037037037,27
0345443128,6.5,14
0345443284,7.021739130434782,138
034544356X,8.76923076923077,13
0345443683,7.95,20
0345444884,8.211538461538462,52
0345445848,7.448979591836735,49
0345445856,7.454545454545454,11
0345446666,7.571428571428571,28
0345446860,7.117647058823529,68
0345447409,7.833333333333333,12
0345447832,7.882352941176471,17
0345447840,7.840909090909091,44
0345447867,7.8125,32
0345449347,6.617647058823529,34
0345450698,8.272727272727273,11
0345450728,7.476190476190476,21
0345450892,8.333333333333334,21
0345450914,7.538461538461538,13
034545104X,6.285714285714286,28
0345452534,8.037037037037036,27
0345452550,7.518518518518518,27
0345452569,7.7407407407407405,27
0345452577,7.388888888888889,18
0345452593,7.4,15
0345452704,7.333333333333333,12
0345453387,7.5,22
0345453409,8.23076923076923,13
0345453743,8.875,16
0345453816,7.666666666666667,30
0345455711,7.571428571428571,14
0345458915,9.0,19
0345459202,8.057142857142857,35
0345460359,7.285714285714286,14
0345463153,7.0,11
0345465083,8.241935483870968,62
0345469674,6.846153846153846,13
0349101779,7.628571428571429,35
0349101787,7.0,11
0349105715,7.866666666666666,15
0349107688,7.7272727272727275,11
0349110859,7.533333333333333,15
0349111863,5.076923076923077,13
034911675X,7.470588235294118,17
0373218036,7.261904761904762,42
0373218192,7.355555555555555,45
0373218397,7.195652173913044,46
0373218400,6.757575757575758,33
0373218419,7.071428571428571,14
0373218427,5.928571428571429,14
0373218435,7.2727272727272725,11
0373218486,6.7272727272727275,22
0373218540,7.3125,16
0373218958,6.473684210526316,19
0373218966,6.545454545454546,22
0373218974,7.5,12
0373242328,7.583333333333333,12
0373243286,7.318181818181818,22
0373243790,7.869565217391305,23
0373244487,7.269230769230769,26
0373250118,7.130434782608695,23
0373250126,7.0,38
0373250134,6.590909090909091,22
0373250142,7.133333333333334,15
0373250150,7.0,13
0373250185,7.333333333333333,15
0373250193,7.705882352941177,17
0373250207,7.666666666666667,18
0373250215,7.071428571428571,14
0373250223,7.368421052631579,19
037325024X,7.733333333333333,15
0373250258,6.7272727272727275,11
0373250282,7.2,15
0373250290,7.6875,16
0373250452,6.333333333333333,12
0373250479,7.583333333333333,12
0373270976,7.631578947368421,19
0373285000,7.909090909090909,11
0373483503,7.785714285714286,28
0373483694,7.153846153846154,26
0373483880,8.307692307692308,13
0373483899,8.266666666666667,15
0373483902,7.6923076923076925,13
037348397X,7.833333333333333,12
0373484003,8.0,33
0373484100,7.6875,16
0373484224,6.96875,32
0373484232,7.5,26
0373484410,7.363636363636363,33
0373484429,7.625,24
0373484836,7.368421052631579,19
0373484887,6.470588235294118,17
0373484895,6.8,20
0373484909,6.352941176470588,17
0373710992,6.916666666666667,12
0373790899,7.3076923076923075,13
0373802021,8.909090909090908,11
0373825013,6.809523809523809,21
0373825021,8.272727272727273,11
0373834284,7.7272727272727275,11
0373834365,7.090909090909091,11
0373835922,6.722222222222222,18
0374100128,6.761904761904762,42
0374121230,7.4,20
0374129983,6.80327868852459,61
0374172897,7.8,25
0374199698,8.1,40
0374270325,7.36,25
0374281602,6.6571428571428575,35
0374332657,8.705882352941176,17
0374480095,8.36,25
0374525641,8.607142857142858,28
0374527229,7.777777777777778,18
0375400117,8.5,46
0375401598,6.481481481481482,27
0375401601,7.0,21
037540256X,7.6,20
0375406182,7.7727272727272725,22
0375406530,7.258064516129032,31
0375410538,7.2727272727272725,11
0375410945,7.083333333333333,12
0375411070,7.857142857142857,14
0375411550,7.666666666666667,27
0375411992,7.3,20
0375412530,7.066666666666666,45
0375412557,8.2,15
0375412824,7.4363636363636365,55
037541309X,8.045454545454545,44
037541326X,7.7272727272727275,11
0375413596,7.066666666666666,15
0375413634,7.585365853658536,41
0375414053,7.757575757575758,33
0375414657,7.944444444444445,18
0375421440,7.6,15
037542217X,9.076923076923077,13
0375422307,9.055555555555555,18
0375422412,7.090909090909091,11
0375500510,7.886363636363637,44
0375501347,7.375,16
0375501371,7.3125,16
0375501851,6.916666666666667,12
0375502025,7.818181818181818,22
0375502238,7.803571428571429,56
0375502912,8.384615384615385,13
0375504397,7.428571428571429,49
0375504613,7.883720930232558,43
0375504907,7.625,16
0375506039,7.277777777777778,54
0375506276,7.34375,32
0375507493,7.476190476190476,21
0375507523,7.818181818181818,11
0375700269,7.2727272727272725,11
0375700757,7.776119402985074,134
0375701044,6.142857142857143,14
0375701214,8.619047619047619,21
0375701427,7.4,15
0375701907,8.785714285714286,28
0375701966,7.166666666666667,12
0375702709,7.72289156626506,83
0375703055,7.342465753424658,73
0375703063,7.109090909090909,55
0375703675,7.615384615384615,13
0375703764,8.375,40
0375703861,7.444444444444445,63
0375704027,7.9375,16
037570485X,7.7272727272727275,22
037570504X,7.137254901960785,51
0375705171,8.25,20
0375705198,7.21875,32
0375705856,7.686567164179104,67
0375706062,7.904761904761905,21
0375706410,7.538461538461538,39
0375706429,8.166666666666666,12
0375706771,7.73202614379085,153
0375707425,7.230769230769231,13
037570745X,7.7272727272727275,11
0375707972,7.206896551724138,145
0375708111,8.333333333333334,15
0375708278,7.8,15
037570910X,7.666666666666667,21
0375709150,7.461538461538462,13
037570924X,7.933333333333334,15
0375712925,6.3076923076923075,13
0375713344,8.857142857142858,14
0375713751,7.352941176470588,17
0375719180,7.75,32
0375724370,7.076923076923077,26
0375724400,6.411764705882353,17
0375724443,8.066666666666666,15
0375724834,7.357142857142857,14
0375725601,8.0,16
0375725784,7.180555555555555,144
0375725849,8.727272727272727,33
0375726349,7.758620689655173,29
0375726403,7.6482758620689655,145
0375727132,7.576923076923077,52
0375727345,7.327510917030568,229
0375756981,7.794871794871795,39
0375757597,6.090909090909091,11
0375758232,6.761904761904762,21
0375758453,7.526315789473684,19
0375758682,7.454545454545454,11
0375758992,8.037037037037036,27
0375759778,6.571428571428571,14
0375760393,7.909090909090909,11
0375760628,5.833333333333333,12
0375760903,6.833333333333333,12
0375760911,7.42,50
037576092X,8.133333333333333,15
037582233X,8.371428571428572,35
0375826688,8.392857142857142,28
0380001411,8.5625,32
0380002450,7.523809523809524,21
0380002930,8.62,100
038000321X,8.454545454545455,22
0380005239,8.0,21
038000741X,8.090909090909092,11
038000917X,8.0,21
0380012863,8.105263157894736,57
0380014300,8.058823529411764,17
038001503X,9.0,21
0380015390,6.0,11
0380017601,7.285714285714286,14
0380018179,8.068493150684931,73
038039586X,9.0,12
0380400634,7.833333333333333,12
0380470845,7.4,15
0380599236,7.75,12
0380600129,7.714285714285714,28
0380603764,6.642857142857143,14
0380603926,7.5,12
0380619458,7.8,15
0380698439,8.166666666666666,12
0380698714,8.65,20
0380702843,8.666666666666666,21
0380703882,6.846153846153846,26
0380704587,7.4375,16
038070613X,8.166666666666666,18
0380708213,8.0,12
0380709163,8.181818181818182,11
0380709538,8.285714285714286,14
0380709546,8.833333333333334,12
0380709562,8.61111111111111,18
0380710218,7.9,60
0380710722,8.2,20
0380711524,7.625,16
0380713802,8.176470588235293,17
0380714752,7.923076923076923,26
0380715430,8.176470588235293,17
0380715929,7.6,15
0380716542,7.05,20
0380717018,7.714285714285714,49
0380718332,8.031746031746032,63
0380718340,8.1,80
0380718758,8.133333333333333,15
0380718839,8.25,16
038071907X,7.545454545454546,11
0380719185,8.0,14
0380719223,7.2727272727272725,11
0380720191,8.23076923076923,13
038072118X,7.380952380952381,21
038072152X,6.636363636363637,11
0380721643,7.153846153846154,26
0380722704,7.476190476190476,21
0380723085,7.642857142857143,14
038072362X,7.666666666666667,12
0380723638,7.416666666666667,24
0380724979,8.0625,16
0380724987,8.333333333333334,12
0380725231,7.888888888888889,18
0380725584,8.153846153846153,13
0380725703,7.928571428571429,14
0380725711,7.285714285714286,14
0380725827,7.761904761904762,21
0380725835,7.761904761904762,21
0380726238,7.304347826086956,23
0380726254,8.117647058823529,17
0380726262,6.555555555555555,18
0380726289,8.222222222222221,18
0380726297,8.416666666666666,12
0380726815,7.294117647058823,17
0380727293,6.315789473684211,19
0380727501,8.02,50
0380728133,7.838709677419355,31
0380728265,7.384615384615385,13
038072880X,7.666666666666667,12
0380729342,7.142857142857143,14
0380729407,7.6923076923076925,13
038072975X,6.416666666666667,12
0380730138,6.685393258426966,89
0380730200,7.7,20
0380730448,8.153846153846153,13
0380730820,7.6,20
0380730847,7.461538461538462,39
0380731851,7.701923076923077,104
038073186X,8.090909090909092,11
0380732149,7.571428571428571,14
0380732181,6.857142857142857,14
0380732661,8.0,17
0380732688,8.0,14
0380750872,7.285714285714286,14
0380752859,7.6,20
0380752891,7.529411764705882,17
0380752999,8.5,12
0380753006,8.25,20
0380753014,7.933333333333334,15
0380753022,8.4,15
0380754843,7.666666666666667,15
0380756234,7.2727272727272725,11
0380756250,7.2,15
0380756269,7.818181818181818,11
0380756277,8.142857142857142,14
0380756285,7.833333333333333,12
0380756293,8.210526315789474,19
0380757478,7.636363636363637,11
0380759470,7.928571428571429,14
0380759489,7.642857142857143,14
0380759497,8.214285714285714,14
0380759500,6.75,12
0380762560,7.909090909090909,11
0380762587,8.0,16
0380762595,7.928571428571429,14
0380762609,6.833333333333333,12
0380765454,7.533333333333333,15
0380765462,7.2727272727272725,11
0380774933,9.0,12
0380775123,7.916666666666667,12
0380775840,7.769230769230769,13
0380778556,7.975609756097561,41
0380778726,8.083333333333334,12
0380780860,7.611111111111111,18
0380780879,7.384615384615385,13
0380782340,7.7272727272727275,11
0380784491,7.538461538461538,13
0380784505,7.454545454545454,11
0380788624,8.2,25
0380789019,8.023809523809524,126
0380789035,8.013245033112582,151
0380789612,6.545454545454546,11
0380789884,7.809523809523809,21
0380789892,7.416666666666667,12
0380790904,7.0,11
0380791978,8.210526315789474,19
0380792028,8.090909090909092,11
0380792486,7.461538461538462,13
0380792494,8.272727272727273,11
0380792648,7.5625,16
0380792737,7.25,12
0380792745,7.7407407407407405,27
038079439X,7.818181818181818,11
0380794470,7.545454545454546,11
0380794489,7.833333333333333,12
038079487X,7.479591836734694,98
0380796090,7.8125,16
0380796104,6.75,12
038079828X,6.363636363636363,11
0380798581,7.2727272727272725,11
038079960X,7.545454545454546,11
0380802325,7.214285714285714,14
0380804387,6.636363636363637,11
0380804557,8.142857142857142,28
0380804697,7.285714285714286,21
0380804700,7.25,12
0380805995,7.8,20
0380807343,7.935483870967742,31
0380808072,7.294117647058823,17
0380808080,7.615384615384615,13
0380809362,7.083333333333333,12
038081093X,7.285714285714286,14
0380811065,8.071428571428571,14
0380811081,8.153846153846153,13
0380813815,8.78688524590164,61
0380814021,7.975,40
0380814390,7.545454545454546,11
0380814803,6.666666666666667,18
0380815583,7.928571428571429,14
0380815923,7.2727272727272725,22
0380815931,7.866666666666666,15
0380816547,7.571428571428571,21
0380816555,7.842105263157895,19
0380817144,7.933333333333334,15
0380817683,7.777777777777778,18
0380817691,7.617647058823529,34
0380818191,8.823529411764707,17
0380818973,7.428571428571429,21
0380820145,7.157894736842105,19
0380820293,7.805555555555555,36
0380820447,7.458333333333333,24
0380820846,8.214285714285714,14
0380820854,7.5,22
0380820889,7.869565217391305,23
038082101X,7.39622641509434,53
0380868768,7.636363636363637,11
0380892847,6.6923076923076925,13
0380896931,7.916666666666667,12
038089968X,8.2,15
0380899825,8.0,13
0380973464,8.76923076923077,13
0380973545,7.517241379310345,29
0380973650,8.26923076923077,26
0380975068,7.909090909090909,11
0380977303,7.5,14
0380977761,7.545454545454546,11
0380977788,8.222222222222221,63
0380978407,8.526315789473685,19
0380978415,8.666666666666666,24
0385121679,9.0,11
0385182449,8.357142857142858,14
0385199570,9.025641025641026,39
0385234104,7.375,16
0385259956,7.466666666666667,15
0385260083,7.3125,16
0385265700,7.4,115
0385285965,8.083333333333334,12
038529929X,7.0,54
0385301499,7.785714285714286,14
0385302304,9.0,11
0385306024,7.533333333333333,15
0385306032,6.909090909090909,11
0385306040,7.285714285714286,14
0385311400,9.090909090909092,11
0385312202,7.615384615384615,13
038531258X,7.84375,32
038531292X,7.4,25
0385314280,7.7272727272727275,11
0385314698,7.407407407407407,27
0385314744,7.0,20
0385315090,7.083333333333333,12
0385315147,8.285714285714286,14
0385315236,7.585365853658536,41
0385315279,8.0,14
0385315309,7.05,20
0385315724,7.166666666666667,12
0385316917,6.6,15
038531695X,7.222222222222222,18
038531700X,7.541666666666667,24
0385317093,8.214285714285714,14
0385318073,7.9523809523809526,21
0385318782,7.4,25
0385319037,7.318181818181818,22
0385319207,8.227272727272727,22
0385319444,7.0,17
0385319568,8.166666666666666,12
0385319959,8.307692307692308,13
0385323638,7.0,20
0385324057,7.261904761904762,42
0385332963,7.411764705882353,17
038533303X,6.823529411764706,17
0385333064,8.142857142857142,14
0385333137,6.909090909090909,11
038533334X,6.803921568627451,51
0385333412,7.2272727272727275,22
038533348X,8.423076923076923,26
0385333498,8.166666666666666,12
0385333846,7.583333333333333,12
0385333927,6.384615384615385,13
0385334036,7.15,40
0385334206,7.214285714285714,14
0385334923,7.6,15
0385335121,7.6,15
0385335407,7.416666666666667,12
0385335431,7.25,16
0385335466,6.833333333333333,18
0385335482,7.803680981595092,163
0385335490,6.947368421052632,19
0385335520,7.461538461538462,13
0385335555,8.181818181818182,11
038533558X,8.72,25
0385335679,8.363636363636363,11
0385335830,7.686274509803922,51
0385335881,8.101123595505618,89
0385336179,7.897058823529412,68
0385336306,6.75,12
0385336314,7.866666666666666,15
038533656X,6.434782608695652,23
0385336772,8.23076923076923,13
0385336810,8.24,25
0385337116,7.108108108108108,37
0385337639,8.296296296296296,27
0385413041,7.92,25
0385416342,8.181818181818182,11
0385418493,7.793103448275862,29
0385420161,8.278688524590164,61
038542017X,7.894736842105263,57
0385421982,8.26086956521739,23
038542471X,7.767441860465116,43
0385424728,7.3090909090909095,55
0385424736,7.72,50
0385425473,8.291666666666666,24
0385472943,7.787878787878788,33
0385472951,7.637931034482759,58
0385473117,6.769230769230769,13
0385474016,7.440677966101695,59
0385474547,7.525,40
0385475713,7.9375,16
0385475721,7.5476190476190474,42
0385475772,7.85,20
0385479565,7.958333333333333,72
0385480016,8.04,25
0385482388,7.285714285714286,42
0385483503,8.384615384615385,13
0385484011,6.9375,16
0385484518,8.615,200
0385486804,7.938461538461539,130
038548951X,8.82857142857143,35
0385490445,8.487179487179487,39
038549081X,8.35820895522388,67
0385490992,7.421052631578948,57
0385491026,8.733333333333333,15
0385491034,7.545454545454546,11
0385492081,8.08695652173913,138
0385493800,7.314814814814815,54
0385494149,7.923076923076923,13
0385494246,7.28125,32
0385494785,8.692307692307692,13
0385495641,8.272727272727273,11
0385496095,7.769230769230769,26
038549730X,7.454545454545454,11
0385497466,7.245901639344262,61
0385498411,8.454545454545455,11
0385498721,8.23076923076923,39
0385498799,7.117647058823529,17
0385498802,7.5,90
0385499345,7.454545454545454,11
038550117X,7.083333333333333,12
038550120X,7.580246913580247,81
0385501560,7.7894736842105265,19
0385502532,7.673469387755102,49
0385503822,7.280373831775701,107
0385503857,8.375,32
0385503954,7.94,50
0385504209,8.426229508196721,488
0385504470,8.28,25
0385505833,7.441666666666666,120
0385507593,7.848484848484849,33
0385507607,8.142857142857142,21
0385508042,7.415730337078652,89
0385508417,7.8,45
038550926X,7.016393442622951,61
0385509456,7.897435897435898,39
0385509472,7.7272727272727275,11
0385509510,7.894736842105263,38
0385510438,8.34920634920635,63
0385511612,6.648648648648648,74
0385512104,8.333333333333334,54
0385605145,7.666666666666667,12
0385658117,8.166666666666666,12
0385720106,7.0,111
0385720114,7.0,16
0385720467,6.357142857142857,28
0385720920,8.024390243902438,41
0385720955,7.5,60
0385721234,8.909090909090908,11
0385721420,7.333333333333333,54
0385721676,8.0,16
038572179X,7.626865671641791,67
0385722192,7.6875,32
0385722206,8.023255813953488,129
0385722435,8.176470588235293,34
0385729332,7.928571428571429,42
0385729340,9.04,25
0385730586,8.245901639344263,61
039304016X,8.227272727272727,22
039304632X,7.615384615384615,13
0393046974,8.0,13
0393050939,8.818181818181818,22
0393307050,8.5,18
0393312801,8.090909090909092,11
0393312836,8.419354838709678,31
0393314804,7.5625,16
0393315606,7.428571428571429,14
0393316041,8.8125,16
0393317552,8.416666666666666,36
0393319296,7.65625,32
0394223802,8.21875,32
0394281780,8.333333333333334,12
0394281802,7.653846153846154,26
0394281829,7.071428571428571,28
0394404289,9.0,21
0394498216,8.181818181818182,11
0394551907,9.083333333333334,12
0394558235,7.555555555555555,18
0394561619,7.866666666666666,15
0394571029,7.375,24
0394572343,7.818181818181818,11
0394574745,8.090909090909092,11
0394580567,8.285714285714286,14
0394585852,7.176470588235294,17
0394587863,8.466666666666667,15
0394726413,7.636363636363637,11
0394740181,7.733333333333333,15
0394742117,7.0,13
0394747232,9.3125,16
0394756886,7.636363636363637,11
0394758285,8.454545454545455,22
039480001X,9.242424242424242,33
0394800028,8.76923076923077,13
0394800133,8.947368421052632,19
0394800168,9.090909090909092,22
0394800184,9.5,12
0394800206,9.153846153846153,13
039480029X,8.894736842105264,19
0394800389,9.785714285714286,14
0394805720,7.181818181818182,11
0394820371,8.551724137931034,58
0394825993,7.636363636363637,11
0394895894,8.0,13
0394900014,9.090909090909092,11
0395083567,8.75,20
0395177111,9.055555555555555,18
0395669588,6.285714285714286,14
039575514X,8.5,14
0395866502,7.916666666666667,12
0395869463,6.466666666666667,15
0395926882,7.416666666666667,12
039592720X,8.435897435897436,78
0395927218,8.666666666666666,18
0395977894,8.296296296296296,27
0397306938,9.272727272727273,11
039913039X,8.454545454545455,11
0399133143,7.045454545454546,22
0399134204,8.76923076923077,13
0399134409,7.076923076923077,13
0399135782,8.176470588235293,17
0399136150,7.25,16
0399138250,8.2,15
0399138714,7.333333333333333,12
0399138749,7.6,15
0399139540,7.214285714285714,14
0399140093,8.333333333333334,12
0399140557,7.714285714285714,14
0399140751,7.454545454545454,11
0399141065,7.7,20
039914112X,7.454545454545454,11
0399141146,8.0,30
0399141464,7.466666666666667,30
0399141928,7.071428571428571,14
039914210X,6.769230769230769,13
0399142185,7.923076923076923,13
0399142282,6.482758620689655,29
0399142789,8.37037037037037,27
0399142851,8.035714285714286,28
0399142991,7.142857142857143,14
0399143904,7.222222222222222,18
0399143947,7.688888888888889,45
0399144315,7.333333333333333,15
0399144463,7.155555555555556,90
039914465X,6.62962962962963,27
0399144714,6.647058823529412,17
039914496X,7.928571428571429,14
0399145079,7.538461538461538,13
0399145087,7.5476190476190474,42
0399145621,7.25,12
039914563X,7.782608695652174,23
0399145672,7.44,25
0399145702,7.454545454545454,11
0399145885,8.181818181818182,22
0399145923,7.833333333333333,24
0399145990,7.818181818181818,22
0399146008,7.7407407407407405,27
0399146113,8.1,20
039914613X,7.35,20
0399146164,6.3076923076923075,13
0399146253,7.809523809523809,42
0399146431,8.1875,48
0399146504,8.0,13
0399146601,7.6923076923076925,13
0399146725,8.25,12
039914675X,7.571428571428571,21
0399147101,7.916666666666667,12
0399147128,7.608695652173913,23
0399147195,7.714285714285714,49
0399147284,7.523809523809524,21
0399147381,7.142857142857143,14
039914739X,5.666666666666667,30
0399147772,6.583333333333333,12
039914787X,7.357142857142857,14
0399148019,7.454545454545454,11
0399148027,7.25,36
0399148248,8.363636363636363,22
039914840X,8.173913043478262,23
0399148450,7.5,16
0399148639,7.6875,32
039914868X,7.642857142857143,14
0399148701,6.636363636363637,22
0399148728,7.583333333333333,12
0399148760,8.307692307692308,13
0399148779,7.4375,16
0399149155,8.065573770491802,61
0399149244,7.266666666666667,15
0399149295,6.583333333333333,12
0399149325,6.574468085106383,47
0399149392,8.291666666666666,24
0399149422,7.176470588235294,17
0399149775,8.090909090909092,11
0399149783,8.307692307692308,13
0399149821,8.277777777777779,18
0399149848,8.454545454545455,22
0399149864,7.8,15
0399150439,8.347826086956522,23
0399150560,8.153846153846153,13
039915079X,7.125,24
0399150838,7.157894736842105,19
0399150854,8.357142857142858,14
0399150870,8.166666666666666,12
0399150897,7.327586206896552,58
0399151060,9.066666666666666,15
0399151273,8.25,16
0399151451,8.235294117647058,17
0399151613,7.923076923076923,13
0399151648,7.9523809523809526,21
039915180X,8.357142857142858,14
0399152288,7.8,15
0399501487,7.9907407407407405,108
0399523308,7.5,12
0413537900,8.193548387096774,31
042507160X,8.846153846153847,13
0425080021,8.047619047619047,21
0425081818,7.5,16
0425083837,8.333333333333334,48
0425092178,7.769230769230769,13
0425092917,7.606060606060606,33
0425093328,7.235294117647059,17
0425097609,7.571428571428571,21
0425097722,7.809523809523809,21
0425098605,7.35,20
0425098648,7.764705882352941,17
0425099334,7.0,14
0425100650,7.411764705882353,17
042510107X,7.511111111111111,45
0425101452,7.884615384615385,26
0425104338,7.4375,16
0425104346,8.0,23
0425105334,8.357142857142858,28
042510687X,7.16,25
0425107469,8.145833333333334,48
0425109720,8.088888888888889,45
0425113884,7.583333333333333,24
0425114236,7.933333333333334,15
0425115801,8.268292682926829,41
0425116840,7.414634146341464,41
0425117383,7.785714285714286,14
042511774X,7.395348837209302,43
0425118703,7.357142857142857,28
0425119653,6.9,30
042511984X,7.095238095238095,21
0425119920,8.15,20
0425120279,7.730769230769231,26
0425121259,7.3428571428571425,35
0425121631,7.7272727272727275,33
0425122123,7.833333333333333,42
0425124347,7.76595744680851,47
0425125467,7.5625,16
0425126064,7.523809523809524,21
0425127583,6.666666666666667,18
0425128164,7.0,39
0425129586,8.166666666666666,30
0425130215,7.826086956521739,23
0425130711,7.214285714285714,28
0425131769,7.066666666666666,15
0425132048,7.878787878787879,33
0425132935,7.75,12
0425132951,7.074074074074074,27
0425133516,7.708333333333333,24
0425133540,7.5,32
0425134350,8.416666666666666,12
0425135020,6.95,20
042513525X,7.5,48
0425135721,7.470588235294118,17
0425136191,7.368421052631579,19
0425136981,7.1875,32
042513699X,7.576923076923077,26
0425137562,7.875,24
0425140032,7.344827586206897,29
0425140946,6.833333333333333,12
0425141233,8.076923076923077,26
0425141551,8.333333333333334,15
0425142485,6.925925925925926,27
0425143325,7.830508474576271,59
0425144062,7.363636363636363,11
0425144372,7.642857142857143,14
0425144429,7.340425531914893,47
042514545X,7.266666666666667,15
0425145638,7.571428571428571,21
0425146413,7.954545454545454,22
0425146812,7.571428571428571,14
0425147363,6.892857142857143,28
0425147517,7.482758620689655,29
042514755X,7.0,11
0425147584,7.0476190476190474,42
0425147622,8.024691358024691,81
0425148297,7.642857142857143,28
0425150143,6.357142857142857,28
0425150984,8.285714285714286,21
0425151379,8.090909090909092,11
0425151867,7.146341463414634,41
0425151875,6.346153846153846,26
0425152251,7.712765957446808,94
0425152499,8.095238095238095,21
0425152898,7.956521739130435,23
0425152901,7.545454545454546,11
0425153789,7.647058823529412,17
0425153975,7.975,40
0425154092,7.704081632653061,98
0425154882,7.2727272727272725,11
0425155188,7.363636363636363,11
0425155404,6.868421052631579,38
0425155722,7.055555555555555,18
0425155943,7.52,25
042515601X,7.1,20
0425157474,7.363636363636363,11
0425157539,8.05,20
0425157628,8.105263157894736,19
0425158594,6.576923076923077,26
0425158616,7.587301587301587,63
0425158632,7.846153846153846,26
0425158640,7.56,25
0425160394,7.785714285714286,14
042516098X,6.640625,64
0425161242,7.709677419354839,31
0425161722,6.48,25
0425162443,7.3561643835616435,73
0425162486,7.363636363636363,11
0425162788,6.363636363636363,22
0425163385,7.433333333333334,30
0425163407,7.791666666666667,72
0425163717,7.076923076923077,13
0425163865,7.933333333333334,15
0425164349,7.318181818181818,22
0425165566,6.5,18
0425165701,6.4,15
0425166619,7.055555555555555,36
0425166929,8.526315789473685,19
0425167313,7.211267605633803,71
0425167720,7.344827586206897,29
0425167801,7.6,15
0425168131,8.818181818181818,11
0425168220,6.642857142857143,14
042516828X,7.533333333333333,15
0425168298,7.862068965517241,29
0425168468,7.5,12
042516876X,7.818181818181818,11
0425169693,7.108108108108108,37
0425169863,7.753623188405797,69
0425170349,7.4222222222222225,45
0425171396,6.809523809523809,21
042517140X,8.058823529411764,17
0425171493,7.2,20
0425171884,6.333333333333333,12
0425172546,6.8076923076923075,52
0425172996,7.84,25
0425173631,7.764705882352941,17
0425173755,8.263157894736842,19
0425173895,8.583333333333334,12
042517400X,6.25,12
0425174018,7.75,12
0425174271,7.7272727272727275,33
0425174344,6.705882352941177,17
0425174484,8.066666666666666,15
0425174808,7.0,15
0425175111,7.25,16
0425175405,7.693181818181818,88
0425176304,8.166666666666666,18
0425176487,7.833333333333333,12
0425176932,6.214285714285714,14
0425177068,7.222222222222222,18
0425177173,7.224489795918367,49
0425177351,6.368421052631579,19
042517736X,6.5,24
0425178102,7.390243902439025,41
0425178234,7.615384615384615,13
